BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Pubmed ID,Organism Interactor A,Organism Interactor B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source Database
2745393,729233,729250,609637,609653,-,-,PRR20B,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745398,122183,729246,125761,609649,-,-,PRR20A,PRR20D,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745400,122183,729250,125761,609653,-,-,PRR20A,PRR20E,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745751,729246,729250,609649,609653,-,-,PRR20D,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
3677751,8347,3017,113943,109270,-,-,HIST1H2BC,HIST1H2BD,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3682612,8347,3017,113943,109270,-,-,HIST1H2BC,HIST1H2BD,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3708056,3017,8339,109270,113935,-,-,HIST1H2BD,HIST1H2BG,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H2B.1A|H2B/a|H2BFA|dJ221C16.8,Cross-Linking-MS (XL-MS),physical,Bartolec TK (2023),37071682,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3584416,23415,131096,116987,126271,-,-,KCNH4,KCNH8,BEC2|ELK1|Kv12.3,ELK|ELK1|Kv12.1|elk3,Negative Genetic,genetic,Ito T (2021),34857952,9606,9606,High Throughput,0.014412302,-,-,CRISPR GI screen|Cell Line: A549_LUNG score (0.0144123021026068)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05,-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
1441882,8353,4176,113949,110344,RP1-34B20.8,-,HIST1H3E,MCM7,H3.1|H3/d|H3FD,CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104,Co-purification,physical,Campos EI (2015),26527279,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
1442048,8353,4176,113949,110344,RP1-34B20.8,-,HIST1H3E,MCM7,H3.1|H3/d|H3FD,CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104,Affinity Capture-MS,physical,Campos EI (2015),26527279,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2254727,8350,8968,113946,114458,-,-,HIST1H3A,HIST1H3F,H3/A|H3FA,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.932287735,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.932287735, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
2264356,8350,4176,113946,110344,-,-,HIST1H3A,MCM7,H3/A|H3FA,CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.847901596,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.847901596, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
3092126,8354,8968,113950,114458,RP1-193B12.1,-,HIST1H3I,HIST1H3F,H3.f|H3/f|H3FF,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.890770209,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.890770209, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3099362,4176,8968,110344,114458,-,-,MCM7,HIST1H3F,CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.818176072,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.818176072, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.787676255, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3153020,8357,4176,113953,110344,-,-,HIST1H3H,MCM7,H3/k|H3F1K|H3FK,CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.957608519,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.957608519, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2632219,8359,84365,113955,124066,-,-,HIST1H4A,NIFK,H4FA,MKI67IP|Nopp34,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2952094,8329,3183,113925,109424,-,-,HIST1H2AI,HNRNPC,H2A/c|H2AFC,C1|C2|HNRNP|HNRPC|SNRPC,Affinity Capture-MS,physical,Marcon E (2014),24981860,9606,9606,High Throughput,11.42411538,-,-,Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11,-,BIOGRID
2627829,205,50808,106708,119127,RP4-686B20.1,RP11-6J24.4,AK4,AK3,AK 4|AK3|AK3L1|AK3L2,AK3L1|AK6|AKL3L|AKL3L1|FIX,Co-fractionation,physical,Moutaoufik MT (2019),31536960,9606,9606,High Throughput,1.480626627,-,-,Protein pairs with Sigma LLS score >= 1.45 derived from NTera2 retinoic acid (RA)-induced differentiated neuronal-like cells (DNLCs),-,BIOGRID
3470138,4221,9349,110384,114752,-,-,MEN1,RPL23,MEAI|SCG2,L23|rpL17,Affinity Capture-MS,physical,Salvati A (2022),35850772,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2218811,140596,503618,126629,139024,-,-,DEFB104A,DEFB104B,BD-4|DEFB-4|DEFB104|DEFB4|hBD-4,BD-4|DEFB-4|hBD-4,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.999999843,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999843, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
1056713,121504,23595,125732,117130,-,RP3-486L4.1,HIST4H4,ORC3,H4/p,LAT|LATHEO|ORC3L,Protein-peptide,physical,Vermeulen M (2010),20850016,9606,9606,High Throughput,-,-,-,H4K20me3,-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2551296,8359,23595,113955,117130,-,RP3-486L4.1,HIST1H4A,ORC3,H4FA,LAT|LATHEO|ORC3L,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2631480,8359,51651,113955,119659,-,CGI-147,HIST1H4A,PTRH2,H4FA,BIT1|CFAP37|PTH2,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2632293,8359,23595,113955,117130,-,RP3-486L4.1,HIST1H4A,ORC3,H4FA,LAT|LATHEO|ORC3L,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
1439231,7514,57002,113348,121317,-,GK003,XPO1,YAE1D1,CRM1|emb|exp1,C7orf36,Affinity Capture-MS,physical,Kirli K (2015),26673895,9606,9606,High Throughput,-,-,-,Cargo A|Intreaction in the presence of RanGTP,-,BIOGRID
611334,4734,8514,110811,114086,PIG53,RP1-233K16.1,NEDD4,KCNAB2,NEDD4-1|RPF1,AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2,Reconstituted Complex,physical,Persaud A (2009),19953087,9606,9606,High Throughput,-,-,-,High Throughput: Protein microarray,-,BIOGRID
3746033,8514,2317,114086,108606,RP1-233K16.1,-,KCNAB2,FLNB,AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2,ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP,Cross-Linking-MS (XL-MS),physical,Jiao F (2024),38334954,9606,9606,High Throughput,-,-,-,DSBSO-based XL-MS to identify protein interactions in  breast cancer patient-derived xenograft (PDX) model.|High confidence protein interactions had an FDR of 1.8%.|Luminal subtype,-,BIOGRID
3016276,51343,10382,119489,115655,-,-,FZR1,TUBB4A,CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1,DYT4|TUBB4|beta-5,Affinity Capture-MS,physical,Franks JL (2020),33306668,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
3059863,10383,728378,115656,608805,RP13-122B23.2,-,TUBB4B,POTEF,Beta2|TUBB2|TUBB2C,A26C1B|ACTB|POTE2alpha|POTEACTIN,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.983568339,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.983568339, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3098582,10383,10382,115656,115655,RP13-122B23.2,-,TUBB4B,TUBB4A,Beta2|TUBB2|TUBB2C,DYT4|TUBB4|beta-5,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.982232264,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.982232264, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3137094,10381,10383,115654,115656,-,RP13-122B23.2,TUBB3,TUBB4B,CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4,Beta2|TUBB2|TUBB2C,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.997866628,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.997866628, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3150013,10381,728378,115654,608805,-,-,TUBB3,POTEF,CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4,A26C1B|ACTB|POTE2alpha|POTEACTIN,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.88472024,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.88472024, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3181933,10383,10381,115656,115654,RP13-122B23.2,-,TUBB4B,TUBB3,Beta2|TUBB2|TUBB2C,CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.789047366,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.789047366, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3187309,10381,10382,115654,115655,-,-,TUBB3,TUBB4A,CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4,DYT4|TUBB4|beta-5,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.774379092,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.774379092, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3439023,1503,71,107883,106586,-,-,CTPS1,ACTG1,CTPS|IMD24,ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176,Co-fractionation,physical,Havugimana PC (2022),35831314,9606,9606,High Throughput,-,-,-,"High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF7 cell line (score 0.751)",-,BIOGRID
3715742,10381,10382,115654,115655,-,-,TUBB3,TUBB4A,CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4,DYT4|TUBB4|beta-5,Cross-Linking-MS (XL-MS),physical,Jiao F (2023),36652389,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3722128,728378,71,608805,106586,-,-,POTEF,ACTG1,A26C1B|ACTB|POTE2alpha|POTEACTIN,ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
1260843,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.078097312,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID
2719072,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
3059782,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999999911,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999911, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.998626593, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3411646,7919,10212,113649,115507,DAAP-97M17.4,-,DDX39B,DDX39A,BAT1|D6S81E|UAP56,BAT1|BAT1L|DDX39|DDXL|URH49,Negative Genetic,genetic,Thompson NA (2021),33637726,9606,9606,Low Throughput,-,-,Growth abnormality[viability],CRISPR GI screen|Cell Line: MEWO cell BTO:0003301|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Targeted CRISPR synthetic lethality library|Significance Threshold:FDR<0.1 and additional filtering of gene pairs with one gene with a large individual fitness defect,-,BIOGRID
3477282,7919,5339,113649,111355,DAAP-97M17.4,-,DDX39B,PLEC,BAT1|D6S81E|UAP56,EBS1|EBSO|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN,Affinity Capture-MS,physical,Zhao G (2022),35973989,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3676128,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.|In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =< 0.3%.,-,BIOGRID
3676809,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3714739,7919,5339,113649,111355,DAAP-97M17.4,-,DDX39B,PLEC,BAT1|D6S81E|UAP56,EBS1|EBSO|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN,Affinity Capture-MS,physical,Feng T (2023),37052853,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3721698,10212,7919,115507,113649,-,DAAP-97M17.4,DDX39A,DDX39B,BAT1|BAT1L|DDX39|DDXL|URH49,BAT1|D6S81E|UAP56,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3744525,7919,10212,113649,115507,DAAP-97M17.4,-,DDX39B,DDX39A,BAT1|D6S81E|UAP56,BAT1|BAT1L|DDX39|DDXL|URH49,Cross-Linking-MS (XL-MS),physical,Jiao F (2024),38334954,9606,9606,High Throughput,-,-,-,Basal subtype|DSBSO-based XL-MS to identify protein interactions in  breast cancer patient-derived xenograft (PDX) model.|High confidence protein interactions had an FDR of 1.8%.|Luminal subtype,-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2631637,8359,55578,113955,120729,-,FP757,HIST1H4A,SUPT20H,H4FA,C13|C13orf19|FAM48A|P38IP|SPT20,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2745391,729233,729246,609637,609649,-,-,PRR20B,PRR20D,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745392,729233,729240,609637,609643,-,-,PRR20B,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745393,729233,729250,609637,609653,-,-,PRR20B,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745750,729246,729240,609649,609643,-,-,PRR20D,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745751,729246,729250,609649,609653,-,-,PRR20D,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
